IDRFME;DTREF;ANO;MES;TIMEID;DEF_12;nr_titulares;nr_outros_interv;PREST;max_escolaridade;min_escolaridade;max_risco_regiao;min_risco_regiao;n_tit_domvenc;med_domvenc;med_dias_devedor;flag_nao_resi;med_idade;younger;older;avg_dependentes;flag_resec;med_filhos;med_idade_filhos;med_rend_disp;pior_habitacao;best_habitacao;flag_resi;pior_vinclab;best_vinclab;best_prof2;pior_prof2;max_risco_origem2;min_risco_origem2;pior_estciv;best_estciv;CDTIPES;EXPOSICAO;MTLINHASDISP;PRAZO;FINALIDADE;FLAG_REEST;TXESFGLOBAL;FLG14PREST;OUT_VALPREST;INVALPRESTDUPLA;OUTVALPRESTDUPLA;CARNUM;PCTVALRES;SLDULTRESM;SLDPNTBSCAP1M;SLDPNTBSPPR;SLDPNTFUND;SLDPNTDEPPRZ;SLDPNTOUTDES;VALPRESTDUPLA;DO_PREST;DUMMYAUTONOVO;DUMMYPRAZO72_84;DUMMYPRAZOSUP84;DUMMYDOMVENC_AVAL;DUMMYRECPRAZO;DUMMYIFSUP5TC;INCTC;NUM_DEB_FINALtc;REC_PRAZO;NRDIASDEVEDOR;SLDPNTDO;SLDMDDOTM;SLDPNTTITRV;PLATRDIARIOCC;MEDR1MCC;MEDRADCC;MEDR1MCI;MEDRADCI;PRESTDIARIACI;MEDR1MCH;MEDRADCH;PRESTDIARIACH;MEDR1MCHP;SLDMDDEVAD;SLDMDDEV1M;SLDMDDEV3M;SLDMDDEV6M;TPRESTFRONTENDCI;flag_garant;flag_fin;envolvimento;ANTCONTA1;VARIOS_TITULARES;INDRESTRUT_num;flag14prest;SALDO_PONTUAL;naciona_final_num;naciona_rend_num;estciv_final_num
AA60016603817;2019-06-30;2019;6;201906;0;2;0;297.47;1;1;8;1;0;;0;0;24.5;21;28;1;0;0;0;263.93633333;4;2;1;1;1;5;6;2;2;2;2;P;16204.76;0;72;98;0;28.124;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;250.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;6
AA60016603895;2019-06-30;2019;6;201906;0;2;0;282.3;1;1;8;1;0;;0;0;28;28;28;0;0;1;2;296.42733333;2;1;1;1;1;4;4;2;2;2;2;P;18053.21;0;84;98;0;28.950;N;0.00;0.00;0.00;0;0.00000;1.000000;0.00;0.00;0.00;0.00;0.00;0;0.3542330854;0;1;0;0;0;0;0;0;0;0;330.00;1.000000;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;6
AA60016603931;2019-06-30;2019;6;201906;0;1;0;93.14;1;1;7;7;1;;0;0;44;44;44;1;0;1;10;1118;1;1;1;1;1;6;6;2;2;5;5;P;4424.96;0;60;98;0;21.483;N;0.00;0.00;0.00;0;0.00000;401.666667;0.00;0.00;0.00;0.00;0.00;0;431.25044771;0;0;0;0;0;0;0;17;0;0;62.15;;;500.00;;0.00;;;;4366.666667;65360.19;232.11;;0.000000;;;;0.00;1;1;2;;0;0;0;0;0;0;1
AA60016604091;2019-06-30;2019;6;201906;0;2;0;85.32;1;1;8;1;0;;0;0;61;58;64;2;0;0;0;699.05966667;2;1;1;2;2;4;4;2;2;2;1;P;5309.52;0;84;98;0;12.866;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;250.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016604131;2019-06-30;2019;6;201906;0;1;0;146.56;1;1;5;5;1;;0;0;32;32;32;0;0;0;0;365.016;5;5;1;1;1;4;4;2;2;5;5;P;7357.25;0;60;98;0;22.918;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;45.53;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016604530;2019-06-30;2019;6;201906;0;2;0;63.87;1;1;7;1;0;;0;1;37;36;38;3;0;3;7.5;1069.1316667;4;2;0;2;1;4;4;2;2;2;1;P;3030.79;0;60;98;0;10.523;N;0.00;0.00;0.00;0;0.00000;569.666667;0.00;0.00;0.00;9600.00;0.00;0;891.9158713;0;0;0;0;1;0;0;0;0;0;1000.00;;;1250.00;;0.00;;;;;;;;;;;;0.00;1;1;2;;1;0;0;9600;0;0;2
AA60016604675;2019-06-30;2019;6;201906;0;1;0;131.48;1;1;4;4;0;;0;0;59;59;59;0;0;0;0;3379.6366667;1;1;1;2;2;4;4;2;2;4;4;P;6371.43;0;60;98;0;33.544;N;0.00;0.00;0.00;0;0.00000;4395.333333;0.00;0.00;0.00;0.00;0.00;0;3342.9672444;0;0;0;0;0;0;0;16;0;0;1304.69;;;1250.00;45.764333;1219.09;;;;;93550.00;604.63;;0.000000;;;;0.00;1;1;2;;0;0;0;0;0;0;4
AA60016604692;2019-06-30;2019;6;201906;0;1;0;814.63;3;3;8;8;0;;0;0;46;46;46;1;0;1;9;5013.0393333;3;3;1;1;1;3;3;2;2;5;5;P;62290.45;0;84;98;0;11.182;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;247.42;;;1250.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016604699;2019-06-30;2019;6;201906;0;1;0;102.64;1;1;7;7;0;;0;0;44;44;44;0;0;0;0;551.045;1;1;1;1;1;4;4;2;2;4;4;P;7898.47;0;120;98;0;33.433;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;0.00;;;190.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;4
AA60016604751;2019-06-30;2019;6;201906;0;1;0;122.52;1;1;3;3;0;;0;0;48;48;48;0;0;0;0;477.951;5;5;1;1;1;4;4;2;2;5;5;P;5770.24;0;60;98;0;24.783;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;0.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016604789;2019-06-30;2019;6;201906;0;1;0;160.69;1;1;8;8;0;;0;0;52;52;52;0;0;0;0;205.89;3;3;1;2;2;4;4;2;2;3;3;P;10626.59;0;96;98;0;35.067;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;3
AA60016605774;2019-06-30;2019;6;201906;0;1;0;167.56;3;3;7;7;0;;0;0;27;27;27;0;0;0;0;235.19033333;5;5;1;1;1;1;1;2;2;5;5;P;10612.92;0;84;98;0;33.283;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016605791;2019-06-30;2019;6;201906;0;2;0;351.08;1;1;3;1;0;;1;0;32.5;27;38;0;0;0;0;290.461;2;1;1;2;1;4;6;2;2;2;2;P;23727.69;0;84;98;0;27.499;N;0.00;0.00;0.00;0;0.00000;282.333333;0.00;0.00;0.00;0.00;0.00;0;80.418518002;0;1;0;0;0;0;0;11;10434.333333;2;511.12;37.333333;;190.00;;0.00;;;;;45200.00;0.00;;0.000000;1.000000;7.000000;3.500000;0.00;1;1;2;;1;0;0;0;0;0;6
AA60016605845;2019-06-30;2019;6;201906;0;1;0;110.44;3;3;9;9;0;;0;0;57;57;57;0;0;0;0;933.28266667;1;1;1;2;2;4;4;2;2;4;4;P;5303.15;0;60;98;0;14.433;N;0.00;0.00;0.00;0;0.00000;6.000000;0.00;0.00;0.00;0.00;0.00;0;5.4328141978;0;0;0;0;0;0;0;0;0;0;20.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;4
AA60016605948;2019-06-30;2019;6;201906;0;2;0;223.5;1;1;8;1;0;;0;0;41;40;42;0;0;0;0;255.90318333;2;1;1;2;1;5;6;2;2;2;1;P;14866.11;0;96;98;0;36.868;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;1.14;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016606100;2019-06-30;2019;6;201906;0;1;0;154.48;2;2;8;8;0;;0;0;31;31;31;0;0;0;0;1058.2746667;5;5;1;1;1;1;1;2;2;5;5;P;8674.65;0;72;98;0;10.190;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016606158;2019-06-30;2019;6;201906;1;1;1;189.8;1;1;7;7;0;;0;0;29;29;29;0;0;0;0;443.658;3;3;1;1;1;3;3;2;2;5;5;P;10614.06;0;72;98;0;23.970;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;2.93;;;190.00;;0.00;;;;;;;;0.000000;;;;0.00;0;1;1;;0;0;0;0;0;0;1
AA60016606500;2019-06-30;2019;6;201906;1;1;0;117.66;1;1;6;6;0;;0;0;20;20;20;0;0;0;0;480.27866667;3;3;1;1;1;6;6;2;2;5;5;P;5651.43;0;60;98;0;15.742;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;60.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016606906;2019-06-30;2019;6;201906;1;1;1;236.56;1;1;7;7;0;;0;0;53;53;53;0;0;0;0;586.73733333;3;3;1;1;1;6;6;2;2;4;4;P;14932.5;0;84;98;0;22.986;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;0;1;1;;0;0;0;0;0;0;4
AA60016607223;2019-06-30;2019;6;201906;0;2;0;92.65;2;1;5;1;0;;0;0;40.5;40;41;1;0;1;2;335.113;2;1;1;1;1;6;6;2;2;2;1;P;5957.41;0;84;98;0;32.937;N;0.00;0.00;0.00;0;0.00000;103.000000;0.00;0.00;0.00;1400.00;0.00;0;111.17107393;0;1;0;0;1;0;0;0;0;0;688.93;;;750.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;2;;1;0;0;1400;0;0;2
AA60016607327;2019-06-30;2019;6;201906;0;1;0;65.76;1;1;8;8;1;;0;0;30;30;30;0;0;0;0;626.444;5;5;1;3;3;4;4;2;2;5;5;P;2056.02;0;36;98;0;7.600;N;0.00;0.00;0.00;0;0.00000;29.333333;0.00;0.00;0.00;0.00;0.00;0;44.606649939;0;0;0;0;0;0;0;8;0;0;4.51;;0.00;190.00;;0.00;;;;;;;;;;;;0.00;1;1;3;;0;0;0;0;0;0;1
AA60016607336;2019-06-30;2019;6;201906;0;1;0;94.45;1;1;7;7;0;;0;0;24;24;24;0;0;0;0;595.81666667;5;5;1;3;3;4;4;2;2;5;5;P;2056.21;0;24;98;0;10.946;N;0.00;0.00;0.00;0;0.00000;32.000000;0.00;0.00;0.00;0.00;0.00;0;33.880359979;0;0;0;0;0;0;0;10;0;0;-0.31;33.666667;;190.00;;0.00;;;;;;;;0.310000;;;;0.00;1;1;4;;0;0;0;0;0;0;1
AA60016607357;2019-06-30;2019;6;201906;0;1;0;239.69;1;1;8;8;0;;0;0;29;29;29;0;0;0;0;473.32933333;5;5;1;1;1;6;6;2;2;5;5;P;11312.89;0;60;98;0;28.691;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;163.00;;;190.00;;154.14;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016607391;2019-06-30;2019;6;201906;0;2;0;264.02;1;1;7;1;0;;2;0;35;33;37;0;0;3;7;578.12266667;2;1;1;1;1;4;4;2;2;2;1;P;17722.2;0;84;98;0;18.889;N;0.00;0.00;0.00;0;0.00000;20.666667;0.00;0.00;0.00;0.00;0.00;0;7.8276899477;0;1;0;0;0;0;0;4;0;3;-2.91;;;1000.00;;0.00;;;;;;;;2.910000;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016607968;2019-06-30;2019;6;201906;0;1;0;45.08;1;1;7;7;1;;0;0;20;20;20;0;0;0;0;592.37933333;5;5;1;1;1;6;6;2;2;5;5;P;1243.75;0;30;98;0;5.657;N;0.00;0.00;0.00;0;0.00000;11.666667;0.00;0.00;0.00;0.00;0.00;0;25.879917924;0;0;0;0;0;0;0;4;0;0;103.33;;;190.00;;10.52;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016608146;2019-06-30;2019;6;201906;0;1;0;138.05;1;1;8;8;0;;0;0;60;60;60;0;0;2;24.5;549.62533333;3;3;1;2;2;4;4;2;2;4;4;P;8700.77;0;84;98;0;36.623;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;40.00;;;190.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;4
AA60016608291;2019-06-30;2019;6;201906;0;2;0;401.75;3;3;10;1;0;;0;0;56;56;56;0;0;0;0;3006.6558667;2;1;1;1;1;3;3;2;2;2;1;P;21724.48;0;60;98;0;21.891;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016608358;2019-06-30;2019;6;201906;0;1;1;388.97;1;1;6;6;0;;0;0;68;68;68;0;0;0;0;1145.898;3;3;1;2;2;4;4;2;2;4;4;P;15915.53;0;48;98;0;20.273;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;100.00;;;;;;;;;;;;;;;;;0.00;0;1;1;;0;0;0;0;0;0;4
AA60016608484;2019-06-30;2019;6;201906;0;2;0;411.88;3;3;10;10;1;;0;0;34.5;31;38;0.5;0;0.5;2.5;2021.0283333;5;1;1;1;1;3;3;2;2;5;5;P;26426.57;0;84;98;0;24.365;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;;;;1750.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;1
AA60016608698;2019-06-30;2019;6;201906;0;1;0;292.83;1;1;7;7;1;;0;0;25;25;25;0;0;0;0;994.623;5;5;1;1;1;4;4;2;2;5;5;P;25229.14;0;120;98;0;18.195;N;0.00;0.00;0.00;0;0.00000;81.666667;0.00;0.00;0.00;0.00;0.00;0;27.888763788;0;0;1;0;0;0;0;2;0;0;486.72;;;;;;;;;;;;;;;;;0.00;1;1;2;;0;0;0;0;0;0;1
AA60016609018;2019-06-30;2019;6;201906;0;2;0;210.74;1;1;7;1;0;;0;0;67.5;67;68;0;0;0;0;275.42266667;2;1;1;2;2;4;4;2;2;2;1;P;10606.3;0;60;98;0;34.712;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;0.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016609057;2019-06-30;2019;6;201906;0;1;0;150.73;1;1;7;7;1;;0;0;24;24;24;1;0;1;2;521.834;5;5;1;1;1;4;4;2;2;5;5;P;8920.05;0;72;98;0;17.929;N;0.00;0.00;0.00;0;0.00000;29.666667;0.00;0.00;0.00;0.00;0.00;0;19.681992304;0;0;0;0;0;0;0;31;0;0;113.77;;;;;;;;;;;;;;;;;0.00;1;1;4;;0;0;0;0;0;0;1
AA60016609314;2019-06-30;2019;6;201906;1;1;0;185.81;1;1;7;7;0;;0;0;21;21;21;1;0;0;0;902.77666667;5;5;1;1;1;1;1;2;2;5;5;P;11792.6;0;84;98;0;13.655;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016609638;2019-06-30;2019;6;201906;0;1;0;124.03;1;1;7;7;0;;0;0;33;33;33;0;0;2;8.5;605.14333333;1;1;1;1;1;4;4;2;2;5;5;P;6942.12;0;72;98;0;27.898;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;50.00;;;;;;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016609671;2019-06-30;2019;6;201906;0;1;0;117.7;3;3;8;8;0;;7;0;29;29;29;0;0;0;0;894.416;1;1;1;1;1;6;6;2;2;5;5;P;5652.4;0;60;98;0;23.247;N;0.00;0.00;0.00;0;0.00000;77.333333;0.00;0.00;0.00;0.00;0.00;0;65.703766355;0;0;0;0;0;0;0;24;0;7;14.77;;;500.00;;0.00;;;;10669.354839;66150.00;176.42;;0.000000;65.000000;22.000000;11.000000;0.00;1;1;4;;0;0;0;0;0;0;1
AA60016609748;2019-06-30;2019;6;201906;0;1;0;454.93;3;3;8;8;0;;0;1;32;32;32;0;0;0;0;1200.55;5;5;0;1;1;3;3;2;2;5;5;P;25948.01;0;72;98;0;21.984;N;0.00;0.00;0.00;0;0.00000;2996.333333;0.00;0.00;0.00;0.00;0.00;0;658.6361271;0;0;0;0;0;0;0;2;0;0;2984.40;129.000000;;1250.00;;0.00;;;;;;;;;;;;0.00;1;1;2;;0;0;0;0;0;0;1
AA60016609837;2019-06-30;2019;6;201906;0;1;0;230.24;3;3;10;10;0;;0;0;38;38;38;1;0;0;0;1408.276;3;3;1;1;1;6;6;2;2;5;5;P;21203.78;0;120;98;0;11.241;N;0.00;0.00;0.00;0;0.00000;0.666667;0.00;0.00;0.00;0.00;0.00;0;0.2895530751;0;0;1;0;0;0;0;0;0;0;3.95;;;650.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016610516;2019-06-30;2019;6;201906;0;2;0;456.13;1;1;10;1;0;;0;0;31;30;32;0;0;0;0;621.83;5;2;1;2;1;3;6;2;2;2;1;P;29284.73;0;84;98;0;16.925;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016610582;2019-06-30;2019;6;201906;0;1;2;175.38;1;1;7;7;1;;0;0;25;25;25;0;0;0;0;677.68933333;5;5;1;1;1;4;4;2;2;5;5;P;9036;0;60;98;0;16.446;N;0.00;0.00;0.00;0;0.00000;237.333333;0.00;0.00;0.00;0.00;0.00;0;135.32519843;0;0;0;0;0;0;0;28;0;0;21.63;85.000000;;;;;;;;;;;;;;;;0.00;0;1;2;;0;0;0;0;0;0;1
AA60016611241;2019-06-30;2019;6;201906;0;2;0;86.63;1;1;7;1;0;;0;0;65;65;65;2;0;0;0;429.436;3;2;1;2;2;4;4;2;2;2;1;P;4110.13;0;60;98;0;34.216;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016611318;2019-06-30;2019;6;201906;1;1;0;313.45;1;1;7;7;0;;0;0;56;56;56;0;0;0;0;504.482;3;3;1;1;1;3;3;2;2;5;5;P;18327.94;0;72;98;0;30.657;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016611578;2019-06-30;2019;6;201906;0;1;0;111.66;1;1;6;6;1;;0;0;42;42;42;0;0;0;0;387.534;1;1;1;1;1;6;6;2;2;5;5;P;5696.55;0;60;98;0;32.968;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;300.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016611860;2019-06-30;2019;6;201906;0;1;0;114.88;3;3;10;10;0;;0;0;39;39;39;0;0;0;0;799.54;5;5;1;1;1;6;6;2;2;5;5;P;6394.32;0;72;98;0;10.050;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;211.73;;;;;;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016612049;2019-06-30;2019;6;201906;0;1;0;105.77;1;1;7;7;0;;0;0;43;43;43;0;0;0;0;454.23;3;3;1;1;1;3;3;2;2;5;5;P;5854.14;0;72;98;0;15.109;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;50.00;;;190.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016612169;2019-06-30;2019;6;201906;0;2;0;235.98;1;1;4;1;0;;0;0;44;44;44;2;0;2;5.5;380.38176667;2;1;1;1;1;6;6;2;2;2;2;P;15036.77;0;84;98;0;36.180;N;0.00;0.00;0.00;0;0.00000;180.000000;0.00;0.00;0.00;0.00;0.00;0;76.277650648;0;1;0;0;0;0;0;14;0;0;66.31;;0.00;;;;;;;;;;;;;;;0.00;1;1;2;;1;0;0;0;0;0;6
AA60016612201;2019-06-30;2019;6;201906;0;1;0;117.43;2;2;7;7;0;;0;0;30;30;30;0;0;0;0;407.83666667;3;3;1;1;1;6;6;2;2;5;5;P;5651.56;0;60;98;0;17.885;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;80.30;;;150.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016612342;2019-06-30;2019;6;201906;0;1;0;145.81;3;3;8;8;1;;0;0;30;30;30;0;0;0;0;1351.5233333;4;4;1;1;1;2;2;2;2;5;5;P;9544.45;0;84;98;0;27.699;N;0.00;0.00;0.00;0;0.00000;736.333333;0.00;0.00;0.00;302.00;0.00;0;504.9950847;0;1;0;0;1;0;0;48;631;0;623.69;1093.000000;;1000.00;54.817742;541.96;;;;;;;;;;;;0.00;1;1;2;;0;0;0;302;0;0;1
AA60016612976;2019-06-30;2019;6;201906;0;1;0;46.1;1;1;10;10;0;;0;0;26;26;26;0;0;0;0;348.50666667;5;5;1;1;1;6;6;2;2;5;5;P;2183.5;0;60;98;0;34.144;N;0.00;0.00;0.00;0;0.00000;10.666667;0.00;0.00;0.00;0.00;0.00;0;23.138106291;0;0;0;0;0;0;0;0;0;0;15000.00;;;190.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016613027;2019-06-30;2019;6;201906;0;2;0;364.42;1;1;7;1;0;;0;0;39.5;37;42;2;0;2;7.5;259.88166667;4;2;1;2;1;4;6;2;2;2;1;P;19862.73;0;72;98;0;36.874;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;10.00;;;190.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016613081;2019-06-30;2019;6;201906;0;1;0;492.74;1;1;2;2;0;;0;0;49;49;49;0;0;1;8;1398.9813333;5;5;1;1;1;6;6;2;2;4;4;P;33374.68;0;84;98;0;20.837;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;9.00;;;500.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;4
AA60016613210;2019-06-30;2019;6;201906;0;1;0;132.34;1;1;8;8;0;;0;0;49;49;49;0;0;0;0;494.68666667;5;5;1;1;1;5;5;2;2;1;1;P;5302.04;0;48;98;0;16.884;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;7.37;;;750.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;2
AA60016613225;2019-06-30;2019;6;201906;0;1;0;165.04;3;3;5;5;0;;0;0;37;37;37;0;0;0;0;431.71533333;3;3;1;1;1;4;4;2;2;5;5;P;9274.26;0;72;98;0;22.124;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;190.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016613247;2019-06-30;2019;6;201906;0;1;0;46.79;2;2;8;8;1;;0;0;47;47;47;1;0;1;20;676.604;5;5;1;3;3;5;5;2;2;4;4;P;2216.16;0;60;98;0;31.719;N;0.00;0.00;0.00;0;0.00000;85.000000;0.00;0.00;0.00;0.00;0.00;0;181.66274845;0;0;0;0;0;0;0;14;0.333333;0;3.17;;;;;;4561.385161;7442.26;147.64;;;;;;;;;42.26;1;1;4;;0;0;0;0;0;0;4
AA60016613312;2019-06-30;2019;6;201906;0;1;0;108.96;1;1;7;7;0;;0;1;45;45;45;0;0;0;0;1329.3733333;4;4;0;1;1;4;4;2;2;5;5;P;5203.19;0;60;98;0;37.260;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;250.00;;;1000.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016613324;2019-06-30;2019;6;201906;0;2;0;124.49;3;1;8;1;0;;0;0;32;29;35;1;0;1;0;369.65883333;4;2;1;2;1;4;5;2;2;2;1;P;6944.12;0;72;98;0;32.062;N;0.00;0.00;0.00;0;0.00000;16.333333;0.00;0.00;0.00;0.00;0.00;0;13.120196803;0;0;0;0;0;0;0;0;0;0;1133.15;;;190.00;;96.44;;;;;;;;0.000000;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016613328;2019-06-30;2019;6;201906;0;2;0;164.68;1;1;7;1;0;;0;0;30;26;34;0;0;0;0;277.686;5;2;1;2;1;4;6;2;2;2;2;P;9253.8;0;72;98;0;14.890;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;190.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;6
