IDRFME;DTREF;ANO;MES;TIMEID;DEF_12;nr_titulares;nr_outros_interv;PREST;max_escolaridade;min_escolaridade;max_risco_regiao;min_risco_regiao;n_tit_domvenc;med_domvenc;med_dias_devedor;flag_nao_resi;med_idade;younger;older;avg_dependentes;flag_resec;med_filhos;med_idade_filhos;med_rend_disp;pior_habitacao;best_habitacao;flag_resi;pior_vinclab;best_vinclab;best_prof2;pior_prof2;max_risco_origem2;min_risco_origem2;pior_estciv;best_estciv;CDTIPES;EXPOSICAO;MTLINHASDISP;PRAZO;FINALIDADE;FLAG_REEST;TXESFGLOBAL;FLG14PREST;OUT_VALPREST;INVALPRESTDUPLA;OUTVALPRESTDUPLA;CARNUM;PCTVALRES;SLDULTRESM;SLDPNTBSCAP1M;SLDPNTBSPPR;SLDPNTFUND;SLDPNTDEPPRZ;SLDPNTOUTDES;VALPRESTDUPLA;DO_PREST;DUMMYAUTONOVO;DUMMYPRAZO72_84;DUMMYPRAZOSUP84;DUMMYDOMVENC_AVAL;DUMMYRECPRAZO;DUMMYIFSUP5TC;INCTC;NUM_DEB_FINALtc;REC_PRAZO;NRDIASDEVEDOR;SLDPNTDO;SLDMDDOTM;SLDPNTTITRV;PLATRDIARIOCC;MEDR1MCC;MEDRADCC;MEDR1MCI;MEDRADCI;PRESTDIARIACI;MEDR1MCH;MEDRADCH;PRESTDIARIACH;MEDR1MCHP;SLDMDDEVAD;SLDMDDEV1M;SLDMDDEV3M;SLDMDDEV6M;TPRESTFRONTENDCI;flag_garant;flag_fin;envolvimento;ANTCONTA1;VARIOS_TITULARES;INDRESTRUT_num;flag14prest;SALDO_PONTUAL;naciona_final_num;naciona_rend_num;estciv_final_num
AA60016613490;2019-06-30;2019;6;201906;1;1;0;136.72;1;1;7;7;0;;0;0;26;26;26;0;0;0;0;500.236;5;5;1;1;1;2;2;2;2;5;5;P;4257.86;0;36;98;0;17.171;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016613651;2019-06-30;2019;6;201906;0;2;0;391.77;1;1;10;1;0;;0;0;35.5;32;39;2;0;2;2.75;504.22333333;2;1;1;1;1;3;5;2;2;2;1;P;26400.2;0;84;98;0;30.478;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016613711;2019-06-30;2019;6;201906;0;1;0;108.54;1;1;7;7;0;;0;0;22;22;22;0;0;0;0;516.173;3;3;1;1;1;4;4;2;2;5;5;P;5775.39;0;72;98;0;13.899;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;0.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016613874;2019-06-30;2019;6;201906;0;1;0;252.18;1;1;7;7;1;;0;0;46;46;46;0;0;0;0;410.512;3;3;1;1;1;6;6;2;2;5;5;P;14954.14;0;72;98;0;30.443;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;2107.688387;2059.70;85.02;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016613930;2019-06-30;2019;6;201906;0;1;0;230.01;1;1;7;7;0;;5;1;48;48;48;2;0;2;16.5;1257.39;1;1;0;1;1;6;6;2;2;4;4;P;13007.31;0;72;98;0;35.830;N;0.00;0.00;0.00;0;0.00000;416.000000;0.00;0.00;0.00;0.00;0.00;0;180.86170167;0;0;0;0;0;0;0;0;0;5;823.29;0.000000;;;;;;;;;;;;;;5.000000;2.500000;0.00;1;1;2;;0;0;0;0;0;0;4
AA60016614043;2019-06-30;2019;6;201906;0;1;0;349.1;1;1;7;7;1;;34;0;34;34;34;0;0;0;0;666.74;5;5;1;1;1;2;2;2;2;5;5;P;21277.7;0;84;98;0;27.492;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;1;0;0;0;34;0.00;;;150.00;103.316129;160.14;;;;;;;;343.770000;568.000000;606.000000;624.000000;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016614201;2019-06-30;2019;6;201906;0;1;2;463.31;1;1;8;8;1;;0;0;60;60;60;0;0;0;0;1045.5566667;5;5;1;2;2;4;4;2;2;4;4;P;22274.16;0;60;98;0;24.564;N;0.00;0.00;0.00;0;0.00000;140.666667;0.00;0.00;0.00;0.00;0.00;0;30.361241286;0;0;0;0;0;0;0;46;0;0;-250.75;2.666667;;400.00;136.154839;166.85;;;;;;;;250.750000;506.000000;171.000000;85.500000;0.00;0;1;2;;0;0;0;0;0;0;4
AA60016614322;2019-06-30;2019;6;201906;0;1;0;94.4;1;1;7;7;1;;0;0;46;46;46;0;0;0;0;644.858;4;4;1;3;3;5;5;2;2;4;4;P;2054.02;0;24;98;0;18.530;N;0.00;0.00;0.00;0;0.00000;77.333333;0.00;0.00;0.00;0.00;0.00;0;81.920903602;0;0;0;0;0;0;0;17;109;0;6.43;28.666667;;500.00;408.403226;392.66;;;;;;;;;;;;0.00;1;1;4;;0;0;0;0;0;0;4
AA60016614377;2019-06-30;2019;6;201906;0;2;0;309.45;3;1;8;1;0;;0;0;30.5;29;32;1;0;1;0;268.02866667;2;1;1;1;1;6;6;2;2;2;2;P;27935.9;0;120;98;0;28.948;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;6
AA60016614788;2019-06-30;2019;6;201906;0;2;0;224.5;1;1;6;1;2;;0;0;27;27;27;2;0;2;1.5;265.18;4;2;1;2;1;4;5;2;2;2;1;P;13278.63;0;72;98;0;39.435;N;0.00;0.00;0.00;0;0.00000;1049.000000;0.00;0.00;0.00;0.00;0.00;0;467.26057906;0;0;0;0;0;0;0;61;0;0;-301.80;190.666667;;400.00;87.467419;0.00;;;;;;;;301.800000;;;;0.00;1;1;2;;1;0;0;0;0;0;2
AA60016615066;2019-06-30;2019;6;201906;0;1;0;192.56;3;3;8;8;0;;0;0;50;50;50;2;0;2;9.5;1904.2306667;1;1;1;1;1;1;1;2;2;4;4;P;12262.25;0;84;98;0;30.134;N;0.00;0.00;0.00;0;0.00000;392.333333;0.00;0.00;0.00;0.00;0.00;0;203.74601838;0;1;0;0;0;0;0;13;0;0;642.49;;;1500.00;;10.40;;;;19483.870968;151000.00;578.56;;0.000000;;;;0.00;1;1;2;;0;0;0;0;0;0;4
AA60016615197;2019-06-30;2019;6;201906;0;1;2;270.66;1;1;7;7;0;;0;0;40;40;40;1;0;1;3;437.476;5;5;1;1;1;6;6;2;2;4;4;P;17852.95;0;84;98;0;30.577;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;190.00;;0.00;;;;;;;;;;;;0.00;0;1;1;;0;0;0;0;0;0;4
AA60016615241;2019-06-30;2019;6;201906;0;1;0;323;1;1;9;9;0;;0;0;50;50;50;0;0;0;0;306.31733333;3;3;1;1;1;4;4;2;2;5;5;P;17582.07;0;72;98;0;41.060;N;0.00;0.00;0.00;0;0.00000;369.333333;0.00;0.00;0.00;0.00;0.00;0;114.34468514;0;0;0;0;0;0;0;14;0;0;471.92;1.666667;;190.00;;0.00;9414.778710;9307.56;164.70;;;;;0.000000;;;;0.00;1;1;2;;0;0;0;0;0;0;1
AA60016615264;2019-06-30;2019;6;201906;0;1;0;164.62;1;1;10;10;0;;0;0;32;32;32;0;0;0;0;1273.239;5;5;1;1;1;5;5;2;2;5;5;P;9249.86;0;72;98;0;9.489;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;4.64;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016615325;2019-06-30;2019;6;201906;0;1;0;1028.03;3;3;8;8;1;;0;0;52;52;52;0;0;0;0;11869.39;4;4;1;1;1;3;3;2;2;1;1;P;44813.79;0;48;98;0;12.881;N;0.00;0.00;0.00;0;0.00000;3574.666667;0.00;0.00;0.00;0.00;0.00;0;347.72007305;0;0;0;0;0;0;0;37;0;0;2399.74;2699.333333;;2000.00;641.560645;1577.18;;;;;;;;0.000000;;;;0.00;1;1;2;;0;0;0;0;0;0;2
AA60016615337;2019-06-30;2019;6;201906;0;2;0;686.99;3;1;7;1;0;;0;0;36;35;37;2;0;2;2.5;1208.4716667;3;2;1;1;1;3;3;2;2;2;1;P;62424.26;0;120;98;0;15.640;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016615935;2019-06-30;2019;6;201906;1;1;0;463.26;1;1;3;3;0;;0;0;28;28;28;0;0;0;0;733.33866667;5;5;1;1;1;6;6;2;2;5;5;P;26393.61;0;72;98;0;30.971;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;5.80;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016616024;2019-06-30;2019;6;201906;0;1;0;297.63;1;1;8;8;0;;0;0;31;31;31;0;0;0;0;517.43666667;5;5;1;1;1;6;6;2;2;5;5;P;16173.16;0;72;98;0;29.828;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016616051;2019-06-30;2019;6;201906;0;1;2;728.46;1;1;7;7;0;;0;1;33;33;33;0;0;0;0;2783.2066667;5;5;0;1;1;4;4;2;2;5;5;P;41028.47;0;72;98;0;16.595;N;0.00;0.00;0.00;0;0.00000;83.000000;0.00;0.00;0.00;0.00;0.00;0;11.393899459;0;0;0;0;0;0;0;14;0;0;50.18;;;750.00;;0.00;;;;;;;;;;;;0.00;0;1;4;;0;0;0;0;0;0;1
AA60016616073;2019-06-30;2019;6;201906;0;2;0;241.18;1;1;6;1;0;;0;0;32;29;35;0;0;0;0;340.159;5;2;1;1;1;4;6;2;2;2;2;P;16538.26;0;84;98;0;16.594;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;6
AA60016616099;2019-06-30;2019;6;201906;0;1;0;311.45;1;1;6;6;0;;0;0;26;26;26;0;0;0;0;717.158;5;5;1;1;1;6;6;2;2;5;5;P;14703.92;0;54;98;0;24.223;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.18;;;190.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016616152;2019-06-30;2019;6;201906;0;1;0;487.73;3;3;10;10;0;;0;0;44;44;44;0;0;0;0;1566.6033333;4;4;1;1;1;3;3;2;2;4;4;P;25358.45;0;60;98;0;27.765;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;4
AA60016616176;2019-06-30;2019;6;201906;0;2;0;176.26;1;1;7;1;0;;0;0;37;31;43;2;0;0;0;227.7245;3;2;1;2;1;4;6;2;2;2;2;P;10057.5;0;72;98;0;19.929;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;0.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;6
AA60016616349;2019-06-30;2019;6;201906;0;1;0;105.48;3;3;8;8;1;;0;0;42;42;42;0;0;0;0;543.88666667;3;3;1;1;1;4;4;2;2;5;5;P;8477.98;0;120;98;0;28.688;N;0.00;0.00;0.00;0;0.00000;2595.333333;0.00;0.00;0.00;0.00;0.00;0;2460.4980404;0;0;1;0;0;0;0;62;0;0;391.55;4861.333333;;190.00;;0.00;10625.260968;10507.46;127.39;;;;;0.000000;;;;0.00;1;1;2;;0;0;0;0;0;0;1
AA60016616612;2019-06-30;2019;6;201906;0;2;0;445.26;3;3;8;1;0;;0;0;41;40;42;2;0;2;3;1723.3366667;2;1;1;2;1;5;6;2;2;2;1;P;29520.99;0;84;98;0;16.948;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016616777;2019-06-30;2019;6;201906;0;1;0;170.35;1;1;2;2;0;;0;0;23;23;23;0;0;0;0;569.89533333;3;3;1;3;3;6;6;2;2;5;5;P;8475.05;0;60;98;0;18.410;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016616983;2019-06-30;2019;6;201906;0;1;0;177.05;1;1;3;3;0;;0;0;45;45;45;0;0;0;0;444.58666667;3;3;1;1;1;5;5;2;2;5;5;P;9540.11;0;72;98;0;22.785;N;0.00;0.00;0.00;0;0.00000;2.666667;0.00;0.00;0.00;0.00;0.00;0;1.5061660548;0;0;0;0;0;0;0;0;0;0;15.45;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016617500;2019-06-30;2019;6;201906;0;1;0;110.44;3;3;8;8;0;;0;0;30;30;30;0;0;0;0;423.33933333;5;5;1;1;1;4;4;2;2;5;5;P;5298.73;0;60;98;0;17.546;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;5.43;;;190.00;24.941290;181.22;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016617552;2019-06-30;2019;6;201906;0;2;0;242.96;1;1;7;1;2;;0;0;23;21;25;0;0;0;0;202.97333333;5;2;1;1;1;4;4;2;2;2;1;P;14728.99;0;84;98;0;39.375;N;0.00;0.00;0.00;0;0.00000;176.333334;0.00;0.00;0.00;0.00;0.00;0;72.577104873;0;1;0;0;0;0;0;20;0;0;171.35;;;190.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;2;;1;0;0;0;0;0;2
AA60016617845;2019-06-30;2019;6;201906;0;1;0;542.64;1;1;8;8;0;;0;1;38;38;38;0;0;0;0;1699.3113333;5;5;0;1;1;3;3;2;2;5;5;P;30952.12;0;72;98;0;19.363;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;500.00;;;1000.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016617978;2019-06-30;2019;6;201906;0;1;0;44.52;1;1;8;8;0;;7;0;39;39;39;1;0;1;9;365.48;4;4;1;1;1;4;4;2;2;4;4;P;749.01;0;18;98;1;27.788;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;5;0;7;0.00;0.000000;;150.00;131.596000;144.99;;;;;;;;;540.000000;526.000000;481.000000;0.00;1;1;1;;0;1;0;0;0;0;4
AA60016618360;2019-06-30;2019;6;201906;0;2;0;339.35;3;1;7;7;2;;0;0;53;36;70;0.5;0;0;0;106.96366667;5;3;1;2;1;3;4;2;2;5;4;P;16961.99;0;60;98;0;36.834;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;1
AA60016618605;2019-06-30;2019;6;201906;1;1;0;213.73;1;1;6;6;0;;0;0;32;32;32;0;0;0;0;649.56333333;3;3;1;1;1;4;4;2;2;5;5;P;11555.11;0;72;98;0;19.806;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;190.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016618651;2019-06-30;2019;6;201906;0;1;0;632.99;1;1;8;8;0;;0;0;34;34;34;2;0;2;9.5;7065.728;3;3;1;1;1;2;2;2;2;5;5;P;43810.92;0;84;98;0;6.577;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;750.70;;;5000.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016618775;2019-06-30;2019;6;201906;0;1;0;245.74;1;1;8;8;0;;0;0;37;37;37;0;0;0;0;383.868;3;3;1;1;1;6;6;2;2;5;5;P;13899.81;0;72;98;0;31.224;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016618854;2019-06-30;2019;6;201906;1;1;0;169.73;1;1;8;8;0;;0;0;43;43;43;1;0;1;14;368.126;3;3;1;1;1;4;4;2;2;5;5;P;9535.74;0;72;98;0;41.668;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016618920;2019-06-30;2019;6;201906;0;1;0;110.68;3;3;2;2;0;;0;0;26;26;26;0;0;0;0;335.50933333;5;5;1;1;1;6;6;2;2;5;5;P;5641.37;0;60;98;0;19.844;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;190.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016618963;2019-06-30;2019;6;201906;1;1;0;221.94;1;1;8;8;1;;0;0;22;22;22;0;0;0;0;271.228;5;5;1;1;1;4;4;2;2;5;5;P;11283.12;0;60;98;0;36.002;N;0.00;0.00;0.00;0;0.00000;26.000000;0.00;0.00;0.00;0.00;0.00;0;11.714877895;0;0;0;0;0;0;0;14;0;0;78.68;;;190.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;4;;0;0;0;0;0;0;1
AA60016618986;2019-06-30;2019;6;201906;0;2;1;137.56;1;1;10;10;2;;0;0;23.5;23;24;0;0;0;0;398.67833333;5;5;1;3;3;4;6;2;2;5;5;P;5567.88;0;48;98;0;19.754;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0.000000;;;;0.00;0;1;1;;1;0;0;0;0;0;1
AA60016619312;2019-06-30;2019;6;201906;0;2;0;164.68;1;1;6;1;0;;0;0;33.5;32;35;3;0;3;4;231.245;5;2;1;1;1;2;5;2;2;2;1;P;9246.1;0;72;98;0;20.542;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;148.78;;;150.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016619341;2019-06-30;2019;6;201906;0;2;0;222;1;1;8;1;2;;0;0;26.5;25;28;1;0;1;0;637.70466667;5;2;1;3;3;4;4;2;2;2;1;P;11286.16;0;60;98;0;11.860;N;0.00;0.00;0.00;0;0.00000;560.000000;0.00;0.00;0.00;0.00;0.00;0;252.25225225;0;0;0;0;0;0;0;48;236;0;700.00;2.666667;;400.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;2;;1;0;0;0;0;0;2
AA60016619517;2019-06-30;2019;6;201906;0;2;0;229.74;1;1;5;1;0;;0;0;67.5;67;68;2;0;0;0;303.87766667;3;2;1;2;2;4;4;2;2;2;1;P;11652.29;0;60;98;0;25.227;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;250.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016619654;2019-06-30;2019;6;201906;1;1;0;239.66;3;3;8;8;0;;0;0;26;26;26;0;0;0;0;1008.3906667;5;5;1;3;3;5;5;2;2;5;5;P;11288.95;0;60;98;0;15.362;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016619724;2019-06-30;2019;6;201906;0;2;0;338.46;1;1;10;1;0;;0;0;26;25;27;0;0;0;0;274.42066667;4;2;1;2;2;4;4;2;2;2;1;P;18467.45;0;72;98;0;34.226;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016619784;2019-06-30;2019;6;201906;0;2;0;511.07;3;3;8;1;1;;0;0;37.5;37;38;1;0;1;1.5;681.20766667;4;2;1;3;1;2;5;2;2;2;1;P;41775.29;0;120;98;0;24.377;N;0.00;0.00;0.00;0;0.00000;1060.000000;0.00;0.00;0.00;0.00;0.00;0;207.40798716;0;0;1;0;0;0;0;104;0;0;2336.61;418.666667;;;;0.00;;;;;;;;;;;;0.00;1;1;2;;1;0;0;0;0;0;2
AA60016619793;2019-06-30;2019;6;201906;0;1;0;317.37;3;3;8;8;0;;0;0;38;38;38;0;0;0;0;1221.2966667;4;4;1;1;1;3;3;2;2;5;5;P;18011.97;0;72;98;0;26.861;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;14.33;;;500.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016620630;2019-06-30;2019;6;201906;0;2;0;166.05;3;1;7;7;0;;0;0;25;24;26;0;0;0;0;284.78233333;5;1;1;1;1;4;6;2;2;5;5;P;12638.73;0;120;98;0;34.403;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;1
AA60016620662;2019-06-30;2019;6;201906;0;2;0;107.43;1;1;2;1;0;;0;0;24.5;23;26;0;0;0;0;348.6985;2;1;1;3;1;3;5;2;2;2;2;P;6354.29;0;72;98;0;33.654;N;0.00;0.00;0.00;0;0.00000;125.666667;0.00;0.00;0.00;0.00;0.00;0;116.97539514;0;0;0;0;0;0;0;45;0;0;3.81;;;190.00;22.226451;184.80;;;;;;;;;;;;0.00;1;1;4;;1;0;0;0;0;0;6
AA60016620716;2019-06-30;2019;6;201906;0;2;0;338.06;3;3;7;1;0;;1;1;30;27;33;0;0;0;0;641.87333333;3;2;0;2;1;1;3;2;2;2;1;P;22346.83;0;84;98;0;28.599;N;0.00;0.00;0.00;0;0.00000;4901.333333;0.00;0.00;0.00;0.00;0.00;0;1449.841251;0;1;0;0;0;0;0;18;0;2;14923.51;;;1250.00;852.840968;1246.21;;;;73500.000000;73337.97;253.35;;;;13.000000;6.500000;0.00;1;1;2;;1;0;0;0;0;0;2
AA60016620730;2019-06-30;2019;6;201906;0;1;0;254.61;3;3;8;8;0;;0;0;38;38;38;0;0;0;0;1152.7566667;5;5;1;1;1;2;2;2;2;5;5;P;12446.34;0;60;98;0;22.875;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016620766;2019-06-30;2019;6;201906;0;2;0;300.21;1;1;8;8;0;;0;0;41.5;40;43;1;0;1;5;341.23366667;5;5;1;2;1;4;4;2;2;5;5;P;14250.01;0;60;98;0;18.720;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;50.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;1
AA60016621102;2019-06-30;2019;6;201906;1;2;0;279.78;1;1;6;1;0;;0;0;39;38;40;1;0;1;9;385.09466667;2;1;1;1;1;5;6;2;2;2;1;P;17845.27;0;84;98;0;29.330;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016621131;2019-06-30;2019;6;201906;0;1;0;252.55;3;3;8;8;0;;0;0;26;26;26;1;0;0;0;1120.546;5;5;1;2;2;2;2;2;2;5;5;P;15311.58;0;84;98;0;14.714;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;20.00;;;190.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016621344;2019-06-30;2019;6;201906;0;1;0;255.46;3;3;8;8;0;;0;0;26;26;26;0;0;0;0;247.20666667;5;5;1;1;1;6;6;2;2;5;5;P;13846.37;0;72;98;0;40.656;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;190.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60016621578;2019-06-30;2019;6;201906;0;2;0;317.28;3;3;7;1;0;;0;0;34.5;33;36;2;0;2;1.5;1115.8618333;2;1;1;1;1;1;6;2;2;2;1;P;29245.91;0;120;98;0;19.422;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60016621658;2019-06-30;2019;6;201906;0;2;0;467.1;3;1;8;1;0;;0;0;46.5;46;47;0;0;0;0;246.4295;2;1;1;1;1;6;6;2;2;2;1;P;29951.3;0;84;98;0;36.292;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
